,learning_rate,batch_size,neurons_per_layers,activation_functions,score
808,0.01,64,"[12, 6, 3]","('tanh', 'tanh', 'sigmoid')",tensor(0.2369)
809,0.01,64,"[12, 6, 3]","('tanh', 'tanh', 'tanh')",tensor(0.2149)
810,0.0001,16,"[16, 8, 4]","('relu', 'relu', 'relu')",tensor(0.2995)
811,0.0001,16,"[16, 8, 4]","('relu', 'relu', 'sigmoid')",tensor(0.2708)
812,0.0001,16,"[16, 8, 4]","('relu', 'relu', 'tanh')",tensor(0.2880)
813,0.0001,16,"[16, 8, 4]","('relu', 'sigmoid', 'relu')",tensor(0.2748)
814,0.0001,16,"[16, 8, 4]","('relu', 'sigmoid', 'sigmoid')",tensor(0.2833)
815,0.0001,16,"[16, 8, 4]","('relu', 'sigmoid', 'tanh')",tensor(0.2660)
816,0.0001,16,"[16, 8, 4]","('relu', 'tanh', 'relu')",tensor(0.2589)
817,0.0001,16,"[16, 8, 4]","('relu', 'tanh', 'sigmoid')",tensor(0.2990)
818,0.0001,16,"[16, 8, 4]","('relu', 'tanh', 'tanh')",tensor(0.2573)
819,0.0001,16,"[16, 8, 4]","('sigmoid', 'relu', 'relu')",tensor(0.3319)
820,0.0001,16,"[16, 8, 4]","('sigmoid', 'relu', 'sigmoid')",tensor(0.2935)
821,0.0001,16,"[16, 8, 4]","('sigmoid', 'relu', 'tanh')",tensor(0.2971)
822,0.0001,16,"[16, 8, 4]","('sigmoid', 'sigmoid', 'relu')",tensor(0.3066)
823,0.0001,16,"[16, 8, 4]","('sigmoid', 'sigmoid', 'sigmoid')",tensor(0.3183)
824,0.0001,16,"[16, 8, 4]","('sigmoid', 'sigmoid', 'tanh')",tensor(0.3429)
825,0.0001,16,"[16, 8, 4]","('sigmoid', 'tanh', 'relu')",tensor(0.3161)
826,0.0001,16,"[16, 8, 4]","('sigmoid', 'tanh', 'sigmoid')",tensor(0.3260)
827,0.0001,16,"[16, 8, 4]","('sigmoid', 'tanh', 'tanh')",tensor(0.2732)
828,0.0001,16,"[16, 8, 4]","('tanh', 'relu', 'relu')",tensor(0.2800)
829,0.0001,16,"[16, 8, 4]","('tanh', 'relu', 'sigmoid')",tensor(0.2643)
830,0.0001,16,"[16, 8, 4]","('tanh', 'relu', 'tanh')",tensor(0.2662)
831,0.0001,16,"[16, 8, 4]","('tanh', 'sigmoid', 'relu')",tensor(0.2964)
832,0.0001,16,"[16, 8, 4]","('tanh', 'sigmoid', 'sigmoid')",tensor(0.2526)
833,0.0001,16,"[16, 8, 4]","('tanh', 'sigmoid', 'tanh')",tensor(0.2921)
834,0.0001,16,"[16, 8, 4]","('tanh', 'tanh', 'relu')",tensor(0.2611)
835,0.0001,16,"[16, 8, 4]","('tanh', 'tanh', 'sigmoid')",tensor(0.2970)
836,0.0001,16,"[16, 8, 4]","('tanh', 'tanh', 'tanh')",tensor(0.2809)
837,0.0001,32,"[16, 8, 4]","('relu', 'relu', 'relu')",tensor(0.2810)
838,0.0001,32,"[16, 8, 4]","('relu', 'relu', 'sigmoid')",tensor(0.2887)
839,0.0001,32,"[16, 8, 4]","('relu', 'relu', 'tanh')",tensor(0.2728)
840,0.0001,32,"[16, 8, 4]","('relu', 'sigmoid', 'relu')",tensor(0.2688)
841,0.0001,32,"[16, 8, 4]","('relu', 'sigmoid', 'sigmoid')",tensor(0.3162)
842,0.0001,32,"[16, 8, 4]","('relu', 'sigmoid', 'tanh')",tensor(0.2930)
843,0.0001,32,"[16, 8, 4]","('relu', 'tanh', 'relu')",tensor(0.2803)
844,0.0001,32,"[16, 8, 4]","('relu', 'tanh', 'sigmoid')",tensor(0.2928)
845,0.0001,32,"[16, 8, 4]","('relu', 'tanh', 'tanh')",tensor(0.2951)
846,0.0001,32,"[16, 8, 4]","('sigmoid', 'relu', 'relu')",tensor(0.2999)
847,0.0001,32,"[16, 8, 4]","('sigmoid', 'relu', 'sigmoid')",tensor(0.2901)
848,0.0001,32,"[16, 8, 4]","('sigmoid', 'relu', 'tanh')",tensor(0.2986)
849,0.0001,32,"[16, 8, 4]","('sigmoid', 'sigmoid', 'relu')",tensor(0.3151)
850,0.0001,32,"[16, 8, 4]","('sigmoid', 'sigmoid', 'sigmoid')",tensor(0.3053)
851,0.0001,32,"[16, 8, 4]","('sigmoid', 'sigmoid', 'tanh')",tensor(0.3363)
852,0.0001,32,"[16, 8, 4]","('sigmoid', 'tanh', 'relu')",tensor(0.3227)
853,0.0001,32,"[16, 8, 4]","('sigmoid', 'tanh', 'sigmoid')",tensor(0.3055)
854,0.0001,32,"[16, 8, 4]","('sigmoid', 'tanh', 'tanh')",tensor(0.3056)
855,0.0001,32,"[16, 8, 4]","('tanh', 'relu', 'relu')",tensor(0.2813)
856,0.0001,32,"[16, 8, 4]","('tanh', 'relu', 'sigmoid')",tensor(0.3048)
857,0.0001,32,"[16, 8, 4]","('tanh', 'relu', 'tanh')",tensor(0.3106)
858,0.0001,32,"[16, 8, 4]","('tanh', 'sigmoid', 'relu')",tensor(0.2992)
859,0.0001,32,"[16, 8, 4]","('tanh', 'sigmoid', 'sigmoid')",tensor(0.2889)
860,0.0001,32,"[16, 8, 4]","('tanh', 'sigmoid', 'tanh')",tensor(0.2977)
861,0.0001,32,"[16, 8, 4]","('tanh', 'tanh', 'relu')",tensor(0.2859)
862,0.0001,32,"[16, 8, 4]","('tanh', 'tanh', 'sigmoid')",tensor(0.2517)
863,0.0001,32,"[16, 8, 4]","('tanh', 'tanh', 'tanh')",tensor(0.2819)
864,0.0001,64,"[16, 8, 4]","('relu', 'relu', 'relu')",tensor(0.2723)
865,0.0001,64,"[16, 8, 4]","('relu', 'relu', 'sigmoid')",tensor(0.2921)
866,0.0001,64,"[16, 8, 4]","('relu', 'relu', 'tanh')",tensor(0.2926)
867,0.0001,64,"[16, 8, 4]","('relu', 'sigmoid', 'relu')",tensor(0.2535)
868,0.0001,64,"[16, 8, 4]","('relu', 'sigmoid', 'sigmoid')",tensor(0.2914)
869,0.0001,64,"[16, 8, 4]","('relu', 'sigmoid', 'tanh')",tensor(0.2811)
870,0.0001,64,"[16, 8, 4]","('relu', 'tanh', 'relu')",tensor(0.3043)
871,0.0001,64,"[16, 8, 4]","('relu', 'tanh', 'sigmoid')",tensor(0.2939)
872,0.0001,64,"[16, 8, 4]","('relu', 'tanh', 'tanh')",tensor(0.2514)
873,0.0001,64,"[16, 8, 4]","('sigmoid', 'relu', 'relu')",tensor(0.3130)
874,0.0001,64,"[16, 8, 4]","('sigmoid', 'relu', 'sigmoid')",tensor(0.3072)
875,0.0001,64,"[16, 8, 4]","('sigmoid', 'relu', 'tanh')",tensor(0.3163)
876,0.0001,64,"[16, 8, 4]","('sigmoid', 'sigmoid', 'relu')",tensor(0.3010)
877,0.0001,64,"[16, 8, 4]","('sigmoid', 'sigmoid', 'sigmoid')",tensor(0.2886)
878,0.0001,64,"[16, 8, 4]","('sigmoid', 'sigmoid', 'tanh')",tensor(0.3409)
879,0.0001,64,"[16, 8, 4]","('sigmoid', 'tanh', 'relu')",tensor(0.2782)
880,0.0001,64,"[16, 8, 4]","('sigmoid', 'tanh', 'sigmoid')",tensor(0.3126)
881,0.0001,64,"[16, 8, 4]","('sigmoid', 'tanh', 'tanh')",tensor(0.3145)
882,0.0001,64,"[16, 8, 4]","('tanh', 'relu', 'relu')",tensor(0.2832)
883,0.0001,64,"[16, 8, 4]","('tanh', 'relu', 'sigmoid')",tensor(0.3011)
884,0.0001,64,"[16, 8, 4]","('tanh', 'relu', 'tanh')",tensor(0.2513)
885,0.0001,64,"[16, 8, 4]","('tanh', 'sigmoid', 'relu')",tensor(0.2939)
886,0.0001,64,"[16, 8, 4]","('tanh', 'sigmoid', 'sigmoid')",tensor(0.2900)
887,0.0001,64,"[16, 8, 4]","('tanh', 'sigmoid', 'tanh')",tensor(0.3066)
888,0.0001,64,"[16, 8, 4]","('tanh', 'tanh', 'relu')",tensor(0.2984)
889,0.0001,64,"[16, 8, 4]","('tanh', 'tanh', 'sigmoid')",tensor(0.2837)
890,0.0001,64,"[16, 8, 4]","('tanh', 'tanh', 'tanh')",tensor(0.2598)
891,0.001,16,"[16, 8, 4]","('relu', 'relu', 'relu')",tensor(0.2653)
892,0.001,16,"[16, 8, 4]","('relu', 'relu', 'sigmoid')",tensor(0.2557)
893,0.001,16,"[16, 8, 4]","('relu', 'relu', 'tanh')",tensor(0.2136)
894,0.001,16,"[16, 8, 4]","('relu', 'sigmoid', 'relu')",tensor(0.2254)
895,0.001,16,"[16, 8, 4]","('relu', 'sigmoid', 'sigmoid')",tensor(0.2598)
896,0.001,16,"[16, 8, 4]","('relu', 'sigmoid', 'tanh')",tensor(0.2376)
897,0.001,16,"[16, 8, 4]","('relu', 'tanh', 'relu')",tensor(0.2193)
898,0.001,16,"[16, 8, 4]","('relu', 'tanh', 'sigmoid')",tensor(0.2354)
899,0.001,16,"[16, 8, 4]","('relu', 'tanh', 'tanh')",tensor(0.2204)
900,0.001,16,"[16, 8, 4]","('sigmoid', 'relu', 'relu')",tensor(0.2626)
901,0.001,16,"[16, 8, 4]","('sigmoid', 'relu', 'sigmoid')",tensor(0.2698)
902,0.001,16,"[16, 8, 4]","('sigmoid', 'relu', 'tanh')",tensor(0.2569)
903,0.001,16,"[16, 8, 4]","('sigmoid', 'sigmoid', 'relu')",tensor(0.2571)
904,0.001,16,"[16, 8, 4]","('sigmoid', 'sigmoid', 'sigmoid')",tensor(0.2579)
905,0.001,16,"[16, 8, 4]","('sigmoid', 'sigmoid', 'tanh')",tensor(0.2712)
906,0.001,16,"[16, 8, 4]","('sigmoid', 'tanh', 'relu')",tensor(0.9969)
907,0.001,16,"[16, 8, 4]","('sigmoid', 'tanh', 'sigmoid')",tensor(0.2591)
908,0.001,16,"[16, 8, 4]","('sigmoid', 'tanh', 'tanh')",tensor(0.2683)
909,0.001,16,"[16, 8, 4]","('tanh', 'relu', 'relu')",tensor(0.2509)
910,0.001,16,"[16, 8, 4]","('tanh', 'relu', 'sigmoid')",tensor(0.2321)
911,0.001,16,"[16, 8, 4]","('tanh', 'relu', 'tanh')",tensor(0.2560)
912,0.001,16,"[16, 8, 4]","('tanh', 'sigmoid', 'relu')",tensor(0.2264)
913,0.001,16,"[16, 8, 4]","('tanh', 'sigmoid', 'sigmoid')",tensor(0.2494)
914,0.001,16,"[16, 8, 4]","('tanh', 'sigmoid', 'tanh')",tensor(0.2822)
915,0.001,16,"[16, 8, 4]","('tanh', 'tanh', 'relu')",tensor(0.2390)
916,0.001,16,"[16, 8, 4]","('tanh', 'tanh', 'sigmoid')",tensor(0.2417)
917,0.001,16,"[16, 8, 4]","('tanh', 'tanh', 'tanh')",tensor(0.2349)
918,0.001,32,"[16, 8, 4]","('relu', 'relu', 'relu')",tensor(0.2551)
919,0.001,32,"[16, 8, 4]","('relu', 'relu', 'sigmoid')",tensor(0.2455)
920,0.001,32,"[16, 8, 4]","('relu', 'relu', 'tanh')",tensor(0.2513)
921,0.001,32,"[16, 8, 4]","('relu', 'sigmoid', 'relu')",tensor(0.2418)
922,0.001,32,"[16, 8, 4]","('relu', 'sigmoid', 'sigmoid')",tensor(0.2714)
923,0.001,32,"[16, 8, 4]","('relu', 'sigmoid', 'tanh')",tensor(0.2706)
924,0.001,32,"[16, 8, 4]","('relu', 'tanh', 'relu')",tensor(0.2466)
925,0.001,32,"[16, 8, 4]","('relu', 'tanh', 'sigmoid')",tensor(0.2782)
926,0.001,32,"[16, 8, 4]","('relu', 'tanh', 'tanh')",tensor(0.2644)
927,0.001,32,"[16, 8, 4]","('sigmoid', 'relu', 'relu')",tensor(0.9758)
928,0.001,32,"[16, 8, 4]","('sigmoid', 'relu', 'sigmoid')",tensor(0.2787)
929,0.001,32,"[16, 8, 4]","('sigmoid', 'relu', 'tanh')",tensor(0.2705)
930,0.001,32,"[16, 8, 4]","('sigmoid', 'sigmoid', 'relu')",tensor(0.2914)
931,0.001,32,"[16, 8, 4]","('sigmoid', 'sigmoid', 'sigmoid')",tensor(0.2824)
932,0.001,32,"[16, 8, 4]","('sigmoid', 'sigmoid', 'tanh')",tensor(0.2611)
933,0.001,32,"[16, 8, 4]","('sigmoid', 'tanh', 'relu')",tensor(0.2806)
934,0.001,32,"[16, 8, 4]","('sigmoid', 'tanh', 'sigmoid')",tensor(0.2752)
935,0.001,32,"[16, 8, 4]","('sigmoid', 'tanh', 'tanh')",tensor(0.2771)
936,0.001,32,"[16, 8, 4]","('tanh', 'relu', 'relu')",tensor(0.2596)
937,0.001,32,"[16, 8, 4]","('tanh', 'relu', 'sigmoid')",tensor(0.2342)
938,0.001,32,"[16, 8, 4]","('tanh', 'relu', 'tanh')",tensor(0.2518)
939,0.001,32,"[16, 8, 4]","('tanh', 'sigmoid', 'relu')",tensor(0.2420)
940,0.001,32,"[16, 8, 4]","('tanh', 'sigmoid', 'sigmoid')",tensor(0.2660)
941,0.001,32,"[16, 8, 4]","('tanh', 'sigmoid', 'tanh')",tensor(0.2575)
942,0.001,32,"[16, 8, 4]","('tanh', 'tanh', 'relu')",tensor(0.2480)
943,0.001,32,"[16, 8, 4]","('tanh', 'tanh', 'sigmoid')",tensor(0.2867)
944,0.001,32,"[16, 8, 4]","('tanh', 'tanh', 'tanh')",tensor(0.2493)
945,0.001,64,"[16, 8, 4]","('relu', 'relu', 'relu')",tensor(0.2384)
946,0.001,64,"[16, 8, 4]","('relu', 'relu', 'sigmoid')",tensor(0.2658)
947,0.001,64,"[16, 8, 4]","('relu', 'relu', 'tanh')",tensor(0.2792)
948,0.001,64,"[16, 8, 4]","('relu', 'sigmoid', 'relu')",tensor(0.2386)
949,0.001,64,"[16, 8, 4]","('relu', 'sigmoid', 'sigmoid')",tensor(0.2701)
950,0.001,64,"[16, 8, 4]","('relu', 'sigmoid', 'tanh')",tensor(0.2669)
951,0.001,64,"[16, 8, 4]","('relu', 'tanh', 'relu')",tensor(0.2543)
952,0.001,64,"[16, 8, 4]","('relu', 'tanh', 'sigmoid')",tensor(0.2333)
953,0.001,64,"[16, 8, 4]","('relu', 'tanh', 'tanh')",tensor(0.2270)
954,0.001,64,"[16, 8, 4]","('sigmoid', 'relu', 'relu')",tensor(0.2706)
955,0.001,64,"[16, 8, 4]","('sigmoid', 'relu', 'sigmoid')",tensor(0.2661)
956,0.001,64,"[16, 8, 4]","('sigmoid', 'relu', 'tanh')",tensor(0.2428)
957,0.001,64,"[16, 8, 4]","('sigmoid', 'sigmoid', 'relu')",tensor(0.2748)
958,0.001,64,"[16, 8, 4]","('sigmoid', 'sigmoid', 'sigmoid')",tensor(0.2736)
959,0.001,64,"[16, 8, 4]","('sigmoid', 'sigmoid', 'tanh')",tensor(0.3054)
960,0.001,64,"[16, 8, 4]","('sigmoid', 'tanh', 'relu')",tensor(0.2710)
961,0.001,64,"[16, 8, 4]","('sigmoid', 'tanh', 'sigmoid')",tensor(0.2469)
962,0.001,64,"[16, 8, 4]","('sigmoid', 'tanh', 'tanh')",tensor(0.2497)
963,0.001,64,"[16, 8, 4]","('tanh', 'relu', 'relu')",tensor(0.2682)
964,0.001,64,"[16, 8, 4]","('tanh', 'relu', 'sigmoid')",tensor(0.2784)
965,0.001,64,"[16, 8, 4]","('tanh', 'relu', 'tanh')",tensor(0.2529)
966,0.001,64,"[16, 8, 4]","('tanh', 'sigmoid', 'relu')",tensor(0.2825)
967,0.001,64,"[16, 8, 4]","('tanh', 'sigmoid', 'sigmoid')",tensor(0.2523)
968,0.001,64,"[16, 8, 4]","('tanh', 'sigmoid', 'tanh')",tensor(0.2353)
969,0.001,64,"[16, 8, 4]","('tanh', 'tanh', 'relu')",tensor(0.2438)
970,0.001,64,"[16, 8, 4]","('tanh', 'tanh', 'sigmoid')",tensor(0.2324)
971,0.001,64,"[16, 8, 4]","('tanh', 'tanh', 'tanh')",tensor(0.2512)
972,0.01,16,"[16, 8, 4]","('relu', 'relu', 'relu')",tensor(0.2219)
973,0.01,16,"[16, 8, 4]","('relu', 'relu', 'sigmoid')",tensor(0.2470)
974,0.01,16,"[16, 8, 4]","('relu', 'relu', 'tanh')",tensor(0.2377)
975,0.01,16,"[16, 8, 4]","('relu', 'sigmoid', 'relu')",tensor(0.2333)
976,0.01,16,"[16, 8, 4]","('relu', 'sigmoid', 'sigmoid')",tensor(0.2256)
977,0.01,16,"[16, 8, 4]","('relu', 'sigmoid', 'tanh')",tensor(0.1875)
978,0.01,16,"[16, 8, 4]","('relu', 'tanh', 'relu')",tensor(0.2769)
979,0.01,16,"[16, 8, 4]","('relu', 'tanh', 'sigmoid')",tensor(0.2286)
980,0.01,16,"[16, 8, 4]","('relu', 'tanh', 'tanh')",tensor(0.2491)
981,0.01,16,"[16, 8, 4]","('sigmoid', 'relu', 'relu')",tensor(0.2395)
982,0.01,16,"[16, 8, 4]","('sigmoid', 'relu', 'sigmoid')",tensor(0.2278)
983,0.01,16,"[16, 8, 4]","('sigmoid', 'relu', 'tanh')",tensor(0.2385)
984,0.01,16,"[16, 8, 4]","('sigmoid', 'sigmoid', 'relu')",tensor(0.2534)
985,0.01,16,"[16, 8, 4]","('sigmoid', 'sigmoid', 'sigmoid')",tensor(0.2235)
986,0.01,16,"[16, 8, 4]","('sigmoid', 'sigmoid', 'tanh')",tensor(0.2433)
987,0.01,16,"[16, 8, 4]","('sigmoid', 'tanh', 'relu')",tensor(0.2702)
988,0.01,16,"[16, 8, 4]","('sigmoid', 'tanh', 'sigmoid')",tensor(0.2365)
989,0.01,16,"[16, 8, 4]","('sigmoid', 'tanh', 'tanh')",tensor(0.2222)
990,0.01,16,"[16, 8, 4]","('tanh', 'relu', 'relu')",tensor(0.2481)
991,0.01,16,"[16, 8, 4]","('tanh', 'relu', 'sigmoid')",tensor(0.2346)
992,0.01,16,"[16, 8, 4]","('tanh', 'relu', 'tanh')",tensor(0.2212)
993,0.01,16,"[16, 8, 4]","('tanh', 'sigmoid', 'relu')",tensor(0.2443)
994,0.01,16,"[16, 8, 4]","('tanh', 'sigmoid', 'sigmoid')",tensor(0.2307)
995,0.01,16,"[16, 8, 4]","('tanh', 'sigmoid', 'tanh')",tensor(0.2028)
996,0.01,16,"[16, 8, 4]","('tanh', 'tanh', 'relu')",tensor(0.2388)
997,0.01,16,"[16, 8, 4]","('tanh', 'tanh', 'sigmoid')",tensor(0.2458)
998,0.01,16,"[16, 8, 4]","('tanh', 'tanh', 'tanh')",tensor(0.2190)
999,0.01,32,"[16, 8, 4]","('relu', 'relu', 'relu')",tensor(0.2672)
1000,0.01,32,"[16, 8, 4]","('relu', 'relu', 'sigmoid')",tensor(0.2028)
1001,0.01,32,"[16, 8, 4]","('relu', 'relu', 'tanh')",tensor(0.1936)
1002,0.01,32,"[16, 8, 4]","('relu', 'sigmoid', 'relu')",tensor(0.2003)
1003,0.01,32,"[16, 8, 4]","('relu', 'sigmoid', 'sigmoid')",tensor(0.2035)
1004,0.01,32,"[16, 8, 4]","('relu', 'sigmoid', 'tanh')",tensor(0.2411)
1005,0.01,32,"[16, 8, 4]","('relu', 'tanh', 'relu')",tensor(0.2288)
1006,0.01,32,"[16, 8, 4]","('relu', 'tanh', 'sigmoid')",tensor(0.2308)
1007,0.01,32,"[16, 8, 4]","('relu', 'tanh', 'tanh')",tensor(0.2152)
1008,0.01,32,"[16, 8, 4]","('sigmoid', 'relu', 'relu')",tensor(0.2376)
1009,0.01,32,"[16, 8, 4]","('sigmoid', 'relu', 'sigmoid')",tensor(0.2304)
1010,0.01,32,"[16, 8, 4]","('sigmoid', 'relu', 'tanh')",tensor(0.2199)
1011,0.01,32,"[16, 8, 4]","('sigmoid', 'sigmoid', 'relu')",tensor(0.2275)
1012,0.01,32,"[16, 8, 4]","('sigmoid', 'sigmoid', 'sigmoid')",tensor(0.1954)
1013,0.01,32,"[16, 8, 4]","('sigmoid', 'sigmoid', 'tanh')",tensor(0.2243)
1014,0.01,32,"[16, 8, 4]","('sigmoid', 'tanh', 'relu')",tensor(0.2571)
1015,0.01,32,"[16, 8, 4]","('sigmoid', 'tanh', 'sigmoid')",tensor(0.2069)
1016,0.01,32,"[16, 8, 4]","('sigmoid', 'tanh', 'tanh')",tensor(0.2177)
1017,0.01,32,"[16, 8, 4]","('tanh', 'relu', 'relu')",tensor(0.2361)
1018,0.01,32,"[16, 8, 4]","('tanh', 'relu', 'sigmoid')",tensor(0.2254)
1019,0.01,32,"[16, 8, 4]","('tanh', 'relu', 'tanh')",tensor(0.2117)
1020,0.01,32,"[16, 8, 4]","('tanh', 'sigmoid', 'relu')",tensor(0.2179)
1021,0.01,32,"[16, 8, 4]","('tanh', 'sigmoid', 'sigmoid')",tensor(0.2529)
1022,0.01,32,"[16, 8, 4]","('tanh', 'sigmoid', 'tanh')",tensor(0.2149)
1023,0.01,32,"[16, 8, 4]","('tanh', 'tanh', 'relu')",tensor(0.2270)
1024,0.01,32,"[16, 8, 4]","('tanh', 'tanh', 'sigmoid')",tensor(0.2139)
1025,0.01,32,"[16, 8, 4]","('tanh', 'tanh', 'tanh')",tensor(0.2456)
1026,0.01,64,"[16, 8, 4]","('relu', 'relu', 'relu')",tensor(0.2316)
1027,0.01,64,"[16, 8, 4]","('relu', 'relu', 'sigmoid')",tensor(0.2092)
1028,0.01,64,"[16, 8, 4]","('relu', 'relu', 'tanh')",tensor(0.2092)
1029,0.01,64,"[16, 8, 4]","('relu', 'sigmoid', 'relu')",tensor(0.2382)
1030,0.01,64,"[16, 8, 4]","('relu', 'sigmoid', 'sigmoid')",tensor(0.2246)
1031,0.01,64,"[16, 8, 4]","('relu', 'sigmoid', 'tanh')",tensor(0.1954)
1032,0.01,64,"[16, 8, 4]","('relu', 'tanh', 'relu')",tensor(0.2263)
1033,0.01,64,"[16, 8, 4]","('relu', 'tanh', 'sigmoid')",tensor(0.2373)
1034,0.01,64,"[16, 8, 4]","('relu', 'tanh', 'tanh')",tensor(0.2401)
1035,0.01,64,"[16, 8, 4]","('sigmoid', 'relu', 'relu')",tensor(0.2544)
1036,0.01,64,"[16, 8, 4]","('sigmoid', 'relu', 'sigmoid')",tensor(0.2213)
1037,0.01,64,"[16, 8, 4]","('sigmoid', 'relu', 'tanh')",tensor(0.2376)
1038,0.01,64,"[16, 8, 4]","('sigmoid', 'sigmoid', 'relu')",tensor(0.2142)
1039,0.01,64,"[16, 8, 4]","('sigmoid', 'sigmoid', 'sigmoid')",tensor(0.2746)
1040,0.01,64,"[16, 8, 4]","('sigmoid', 'sigmoid', 'tanh')",tensor(0.2441)
1041,0.01,64,"[16, 8, 4]","('sigmoid', 'tanh', 'relu')",tensor(0.2345)
1042,0.01,64,"[16, 8, 4]","('sigmoid', 'tanh', 'sigmoid')",tensor(0.2132)
1043,0.01,64,"[16, 8, 4]","('sigmoid', 'tanh', 'tanh')",tensor(0.2238)
1044,0.01,64,"[16, 8, 4]","('tanh', 'relu', 'relu')",tensor(0.2510)
1045,0.01,64,"[16, 8, 4]","('tanh', 'relu', 'sigmoid')",tensor(0.2017)
1046,0.01,64,"[16, 8, 4]","('tanh', 'relu', 'tanh')",tensor(0.2069)
1047,0.01,64,"[16, 8, 4]","('tanh', 'sigmoid', 'relu')",tensor(0.2174)
1048,0.01,64,"[16, 8, 4]","('tanh', 'sigmoid', 'sigmoid')",tensor(0.2098)
1049,0.01,64,"[16, 8, 4]","('tanh', 'sigmoid', 'tanh')",tensor(0.2482)
1050,0.01,64,"[16, 8, 4]","('tanh', 'tanh', 'relu')",tensor(0.2360)
1051,0.01,64,"[16, 8, 4]","('tanh', 'tanh', 'sigmoid')",tensor(0.2260)
1052,0.01,64,"[16, 8, 4]","('tanh', 'tanh', 'tanh')",tensor(0.2383)
